JCAT,Satcat,Launch_Tag,Piece,Type,Name,PLName,Launch_Date,Parent,Separation_Date,Primary,Decay_Date,Status,Dest,Owner,State,Manufacturer,Bus,Motor,Mass,MassFlag,DryMass,DryFlag,TotMass,TotFlag,Length,LFlag,Diameter,DFlag,Span,SpanFlag,Shape,Orbit_Canonical_Date,Perigee,PF,Apogee,AF,Inc,IF,OpOrbit,OQUAL,AltNames,Simple_Orbit,Country,Payload_Name,Payload_Program,Payload_Class,Payload_Category,Payload_Discipline,Payload_Result,Payload_Comment,Simple_Payload_Category,LV_Type,Agency,Launch_Site,Launch_Pad,Launch_Vehicle_Family,Launch_Vehicle_Simplified,Launch_Site_Parent,Launch_Site_Name,Launch_State,Launch_Country,Launch_Year
S00424,00424,1962 B ALP,1962 B ALP 1,P           ,Alouette 1,Alouette 1,1962-09-29,A00270,1962-09-29,Earth,,O,-,DRTE,CA,DEHAVT/RCAV,Alouette,-,145.0, ,145.0, ,145.0, ,0.9, ,1.1, ,46.0, ,Ell + 4 Ant,1962-11-10,999.0, ,1027.0, ,80.47, ,LEO/I,-,NASA S-27:P,LEO,Canada,[Alouette],Alouette,C,SCI,ION/RFA*,S,Ionospheric sounder,Science,Thor Agena B,LERC/AFSSD,V,75-1-1,Thor,Thor,V,Vandenberg,US,United States,1962
S01804,01804,1965-098,1965-098A,P           ,Alouette 2,Alouette 2,1965-11-29,S01808,1965-11-29,Earth,,O,-,DRTE,CA,DEHAVT/RCAV,Alouette,-,145.0, ,145.0, ,145.0, ,1.1, ,0.9, ,73.0, ,Ell + Ant,1966-01-27,502.0, ,2986.0, ,79.85, ,LEO/I,-,ISIS-X:P,LEO,Canada,[Alouette 2],Alouette,C,SCI,ION/RFA*,U,Ionospheric sounder,Science,Thor SLV-2 Agena B,LERC/AFSSD,V,75-1-1,Thor,Thor,V,Vandenberg,US,United States,1965
S03669,03669,1969-009,1969-009A,P           ,Isis 1,Isis A,1969-01-30,S03670,1969-01-30,Earth,,O,-,CRC,CA,RCAV,Isis,-,236.0, ,236.0, ,236.0, ,1.0, ,1.3, ,73.0, ,Oct DCone + 2 Ant,1969-03-16,575.0, ,3525.0, ,88.41, ,MEO,-,-,MEO,Canada,[Isis 1],Isis,C,SCI,ION/RFA/P*,U,Ionospheric studies,Science,Thor Delta E1,GSFC,V,SLC2E,Thor,Thor,V,Vandenberg,US,United States,1969
S05104,05104,1971-024,1971-024A,P           ,Isis 2,Isis B,1971-04-01,S05106,1971-04-01,Earth,,O,-,CRC,CA,RCAV,Isis,-,264.0, ,264.0, ,264.0, ,1.2, ,1.3, ,73.0, ,Oct DCone + 2 Ant,1971-05-02,1356.0, ,1428.0, ,88.15, ,LEO/P,-,-,SSO,Canada,[ISIS 2],Isis,C,SCI,ION/P/F/RFA*,U,Ionosphere,Science,Thor Delta E1,GSFC,V,SLC2E,Thor,Thor,V,Vandenberg,US,United States,1971
S06278,06278,1972-090,1972-090A,P           ,Anik A1,Anik A1,1972-11-10,S08312,1972-11-10,Earth,,O,-,TCAN,CA,HSES,HS-333,FW5,250.0, ,185.0,?,540.0, ,1.5, ,2.2, ,3.5, ,Cyl + Dish,1977-01-28,35775.0, ,35798.0, ,0.28, ,GEO/S,-,-,GEO,Canada,Anik I,Anik A,B,COM,-,U,-,Communications,Delta 1914,GSFC,CC,LC17B,Thor,Delta 1,CC,Canaveral,US,United States,1972
S06437,06437,1973-023,1973-023A,P           ,Anik A2,Anik A2,1973-04-20,S13939,1973-04-21,Earth,,O,-,TCAN,CA,HSES,HS-333,FW5,254.0,?,189.0,?,544.0, ,1.5, ,2.2, ,3.5, ,Cyl + Dish,1977-01-25,35780.0, ,35792.0, ,0.03, ,GEO/S,-,-,GEO,Canada,Anik II,Anik A,B,COM,-,U,-,Communications,Delta 1914,GSFC,CC,LC17B,Thor,Delta 1,CC,Canaveral,US,United States,1973
S07790,07790,1975-038,1975-038A,P           ,Anik A3,Anik A3,1975-05-07,S07794,1975-05-08,Earth,,O,-,TCAN,CA,HSES,HS-333,FW5,254.0, ,189.0,?,544.0, ,1.5, ,2.2, ,3.5, ,Cyl + Dish,1977-01-26,35774.0, ,35797.0, ,0.01, ,GEO/S,-,-,GEO,Canada,[Telesat 3],Anik A,B,COM,-,U,-,Communications,Delta 2914,GSFC,CC,LC17B,Thor,Delta 1,CC,Canaveral,US,United States,1975
S08585,08585,1976-004,1976-004A,P           ,Hermes,CTS,1976-01-17,S08598,1976-01-17,Earth,,O,-,CRC,CA,CRC,CTS,-,336.0, ,311.0, ,685.0, ,1.9, ,1.8, ,16.5, ,Box + 2 Pan,1977-01-20,35759.0, ,35813.0, ,0.06, ,GEO/S,-,-,GEO,Canada,[CTS 1],CTS,C,COM,-,U,-,Communications,Delta 2914,GSFC,CC,LC17B,Thor,Delta 1,CC,Canaveral,US,United States,1976
S11153,11153,1978-116,1978-116A,P           ,Anik B,Anik B,1978-12-16,S13915,1978-12-16,Earth,,O,-,TCAN,CA,RCA,Satcom,SVM-7,488.0, ,350.0,?,922.0, ,1.6,?,1.3, ,11.3,?,Box + 2 Pan,1979-01-31,35781.0, ,35790.0, ,0.03, ,GEO/S,-,-,GEO,Canada,ANIK-B-1,Anik B,B,COM,-,U,-,Communications,Delta 3914,GSFC,CC,LC17A,Thor,Delta 1,CC,Canaveral,US,United States,1978
S13431,13431,1982-082,1982-082A,P           ,Anik D1,Anik D1,1982-08-26,S13447,1982-08-26,Earth,,O,-,TCAN,CA,HSES/SPARM,HS-383,TE-M-700-5,729.0, ,529.0, ,1232.0, ,6.6, ,2.2, ,6.6, ,Cyl,1982-09-27,35781.0, ,35791.0, ,0.03, ,GEO/S,-,-,GEO,Canada,Anik D-1,Anik D,B,COM,-,S,-,Communications,Delta 3920/PAM,GSFC,CC,LC17B,Thor,Delta 1,CC,Canaveral,US,United States,1982
S13652,13652,1982-110,1982-110C,P ---S-     ,Anik C3,Anik C3,1982-11-11,S13666,1982-11-12,Earth,,O,-,TCAN,CA,HSES,HS-376,TE-M-700-5,599.0, ,503.0, ,1192.0, ,6.6, ,2.2, ,6.6, ,Cyl,1982-12-11,35718.0, ,35851.0, ,0.05, ,GEO/S,-,-,GEO,Canada,Anik C-3,Anik C,B,COM,-,S,-,Communications,Space Shuttle,JSC/MSFC,KSC,LC39A,SRB,Space Shuttle,KSC,"NASA John F. Kennedy Space Center, Florida",US,United States,1982
S14133,14133,1983-059,1983-059B,P ---S-     ,Anik C2,Anik C2,1983-06-18,S14135,1983-06-18,Earth,1993-04-01,N,-,TCAN,CA,HSES,HS-376,TE-M-700-5,592.0, ,444.0, ,1118.0, ,6.6, ,2.2, ,6.6, ,Cyl,1983-07-19,35786.0, ,35787.0, ,0.13, ,GEO/S,-,-,GEO,Canada,Anik C-2,Anik C,B,COM,-,S,-,Communications,Space Shuttle,JSC/MSFC,KSC,LC39A,SRB,Space Shuttle,KSC,"NASA John F. Kennedy Space Center, Florida",US,United States,1983
S15383,15383,1984-113,1984-113B,P ---S-     ,Anik D2,Anik D2,1984-11-08,S15387,1984-11-09,Earth,1993-08-03,N,-,TCAN,CA,HSES/SPARM,HS-383,TE-M-700-5,627.0, ,531.0, ,1237.0, ,6.6, ,2.2, ,6.6, ,Cyl,1984-12-09,35779.0, ,35793.0, ,1.78, ,GEO/S,-,-,GEO,Canada,Anik D-2,Anik D,B,COM,-,S,-,Communications,Space Shuttle,JSC/MSFC,KSC,LC39A,SRB,Space Shuttle,KSC,"NASA John F. Kennedy Space Center, Florida",US,United States,1984
S15642,15642,1985-028,1985-028B,P ---S-     ,Anik C1,Anik C1,1985-04-12,S15644,1985-04-13,Earth,1993-03-29,N,-,TCAN,CA,HSES,HS-376,TE-M-700-5,617.0, ,489.0, ,1160.0, ,6.4, ,2.2, ,6.4, ,Cyl,1985-05-13,35778.0, ,35793.0, ,2.85, ,GEO/S,-,-,GEO,Canada,Anik C-1,Anik C,B,COM,-,S,-,Communications,Space Shuttle,JSC/MSFC,KSC,LC39A,SRB,Space Shuttle,KSC,"NASA John F. Kennedy Space Center, Florida",US,United States,1985
S21222,21222,1991-026,1991-026A,P           ,Anik E2,Anik E2,1991-04-04,S21223,1991-04-04,Earth,,O,-,TCAN,CA,GEEW,AS5000,TR-306 x2,2950.0, ,1335.0, ,2950.0, ,2.9, ,2.3, ,21.5, ,Box + 2 Pan,1991-05-06,35732.0, ,35807.0, ,0.1, ,GEO/D,-,-,GEO,Canada,Anik E-B,Anik E,B,COM,-,S,-,Communications,Ariane 44P,AE,CSG,ELA2,Ariane,Ariane 4,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",GUF,French Guiana,1991
S21726,21726,1991-067,1991-067A,P           ,Anik E1,Anik E1,1991-09-26,S21727,1991-09-27,Earth,,O,-,TCAN,CA,GEEW,AS5000,TR-306 x2,2933.0, ,1335.0, ,2933.0, ,2.9, ,2.3, ,21.5, ,Box + 2 Pan,1991-10-27,35773.0, ,35799.0, ,0.04, ,GEO/S,-,-,GEO,Canada,ANIK E-A,Anik E,B,COM,-,S,-,Communications,Ariane 44P,AE,CSG,ELA2,Ariane,Ariane 4,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",GUF,French Guiana,1991
S22214,22214,1992-070,1992-070C,P -H-S-     ,CTA,Canadian Target Assembly,1992-10-22,S22194  3S   ,1992-10-24,Earth,1992-10-24,ATT,A05244,CSA,CA,CSA,CTA,-,82.0, ,82.0, ,82.0, ,2.1, ,0.5, ,2.1, ,Pan,1992-10-31,207.0, ,215.0, ,28.46, ,LLEO/I,-,-,LEO,Canada,CTA,CTA,C,TECH,-,S,-,Tech Demo,Space Shuttle,JSC/MSFC,KSC,LC39B,SRB,Space Shuttle,KSC,"NASA John F. Kennedy Space Center, Florida",US,United States,1992
S23710,23710,1995-059,1995-059A,P           ,Radarsat,Radarsat,1995-11-04,S23711,1995-11-04,Earth,,O,-,CSA,CA,SPARM/BALL,RME/BCP-2000,-,2750.0, ,2750.0, ,2750.0, ,4.2, ,2.8, ,15.0, ,Box + 2 Pan,1995-12-04,789.0, ,792.0, ,98.58, ,LEO/S,-,-,SSO,Canada,RADARSAT I-A,Radarsat,C,IMG-R,-,S,-,IMG-R,Delta 7920-10,MDSSC,V,SLC2W,Thor,Delta 2,V,Vandenberg,US,United States,1995
S23846,23846,1996-022,1996-022A,P           ,M-SAT 1,MSAT-1,1996-04-20,S23847,1996-04-20,Earth,2001-12-01,N,-,TMI,CA,HSES/SPARM,HS-601,R-4D-11-300,2855.0, ,1330.0, ,2855.0, ,3.5, ,2.5, ,21.0, ,Box + 2 Pan,1996-05-24,35776.0, ,35796.0, ,0.05, ,GEO/S,-,-,GEO,Canada,MSAT-1,M-SAT,B,COM,-,S,-,Communications,Ariane 42P,AE,CSG,ELA2,Ariane,Ariane 4,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",GUF,French Guiana,1996
S25740,25740,1999-027,1999-027A,P           ,Nimiq 1,Telesat DTH-1,1999-05-20,S25743,1999-05-21,Earth,,O,-,TCAN,CA,LMCSS,A2100AX,Leros 1C,3646.0, ,1500.0,?,3646.0, ,4.5, ,1.8, ,21.0, ,Box + 2 Pan,1999-06-20,35778.0, ,35795.0, ,0.02, ,GEO/S,-,-,GEO,Canada,Nimiq-1,Nimiq,B,COM,-,S,-,Communications,Proton-K/DM-2M,ILSK,GIK-5,LC81/23,Proton,Proton,GIK5,,RU,Russia,1999
S26624,26624,2000-076,2000-076A,P           ,Anik F1,Anik F1,2000-11-21,S26625,2000-11-22,Earth,,O,-,TCAN,CA,BOES,BSS-702HP,R-4D-14-350,4852.0, ,2950.0, ,4852.0, ,6.2, ,3.5, ,45.6, ,Box + 2 Pan,2001-03-18,35784.0, ,35789.0, ,0.02, ,GEO/S,-,-,GEO,Canada,Anik F1,Anik F,B,COM,-,S,-,Communications,Ariane 44L,AE,CSG,ELA2,Ariane,Ariane 4,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",GUF,French Guiana,2000
S27632,27632,2002-062,2002-062A,P           ,Nimiq 2,Nimiq 2,2002-12-29,S27633,2002-12-30,Earth,,O,-,TCAN,CA,LMCSS,A2100AX,Leros 1C,3600.0, ,1500.0,?,3600.0, ,4.5,?,1.8, ,21.0,?,Box + 2 Pan,2004-01-15,35776.0, ,35797.0, ,0.01, ,GEO/S,-,-,GEO,Canada,[Nimiq 2],Nimiq,B,COM,-,S,-,Communications,Proton-M/Briz-M,ILSK,GIK-5,LC81/24,Proton,Proton,GIK5,,RU,Russia,2002
S27843,27843,2003-031,2003-031D,P           ,MOST,MOST,2003-06-30,S27840,2003-06-30,Earth,2014-10-01,N,-,CSA,CA,DYN,MOST,-,60.0, ,60.0, ,60.0, ,0.3, ,0.7, ,0.7, ,Box,2003-07-07,818.0, ,832.0, ,98.72, ,LEO/S,-,-,SSO,Canada,MOST,CSA,C,AST,OA*,S,Astroseismology,Observation,Rokot,EUROK,GIK-1,LC133/3,UR-100N,Rokot,GIK1,,RU,Russia,2003
S27847,27847,2003-031,2003-031H,P           ,Can X-1,Can X-1,2003-06-30,S27840,2003-06-30,Earth,,O,-,UTIAS,CA,UTIAS,Cubesat 1U,-,1.0, ,1.0, ,1.0, ,0.1, ,0.1, ,0.1, ,Box,2003-07-09,817.0, ,829.0, ,98.73, ,LEO/S,-,NLS-1,SSO,Canada,CanX-1,CanX,A,TECH,-,F,-,Tech Demo,Rokot,EUROK,GIK-1,LC133/3,UR-100N,Rokot,GIK1,,RU,Russia,2003
S27858,27858,2003-036,2003-036A,P           ,SCISAT-1,SCISAT-1,2003-08-13,S27859,2003-08-13,Earth,,O,-,CSA,CA,BRIS,MAC-100,-,150.0, ,150.0, ,150.0, ,0.6,?,1.1, ,1.1, ,Cyl,2003-08-20,641.0, ,654.0, ,73.94, ,LEO/I,-,-,LEO,Canada,SciSat,CSA,C,EOSCI,ATM,S,Fourier transform spectrometer,EOSCI,Pegasus XL,OSC,V,RW30/12,Pegasus,Pegasus,V,Vandenberg,US,United States,2003
S28378,28378,2004-027,2004-027A,P           ,Anik F2,Anik F2,2004-07-18,S28379,2004-07-18,Earth,,O,-,TCAN,CA,BOES,BSS-702HP,R-4D-14-350,5965.0, ,3700.0, ,5965.0, ,6.2, ,3.5, ,45.6, ,Box + 2 Pan,2004-09-16,35785.0, ,35786.0, ,0.05, ,GEO/S,-,-,GEO,Canada,Anik F-2,Anik F,B,COM,-,S,-,Communications,Ariane 5G+,AE,CSG,ELA3,Ariane5,Ariane 5,CSG,"Centre Spatial Guyanais, Kourou, Guyane Francaise",GUF,French Guiana,2004
S28868,28868,2005-036,2005-036A,P           ,Anik F1R,Anik F1R,2005-09-08,S28869,2005-09-09,Earth,,O,-,TCAN,CA,EADSB,Eurostar 3000,R-4D-15-375,4500.0, ,2000.0,?,4500.0, ,4.8, ,2.4, ,35.0, ,Box + 2 Pan,2005-11-08,35777.0, ,35795.0, ,0.04, ,GEO/S,-,-,GEO,Canada,Anik F1R,Anik F,B,COM,-,S,-,Communications,Proton-M/Briz-M,ILSK,GIK-5,LC200/39,Proton,Proton,GIK5,,RU,Russia,2005
S31102,31102,2007-009,2007-009A,P           ,Anik F3,Anik F3,2007-04-09,S31104,2007-04-10,Earth,,O,-,TCAN,CA,EADSB,Eurostar 3000,R-4D-15-375,4640.0, ,2000.0,?,4640.0, ,4.8, ,2.4, ,35.0, ,Box + 2 Pan,2007-04-17,35452.0, ,35790.0, ,0.09, ,GEO/D,-,-,GEO,Canada,Anik F3,Anik F,B,COM,-,S,-,Communications,Proton-M/Briz-M,ILSK,GIK-5,LC200/39,Proton,Proton,GIK5,,RU,Russia,2007
S32382,32382,2007-061,2007-061A,P           ,Radarsat-2,Radarsat-2,2007-12-14,A07320,2007-12-14,Earth,,O,-,CSA,CA,THALA,Prima,AOCS,2300.0, ,2200.0,?,2300.0, ,3.2, ,1.3, ,15.0, ,Box + 2 Pan,2007-12-16,791.0, ,798.0, ,98.62, ,LEO/S,-,-,SSO,Canada,RADARSAT-2,Radarsat,C,IMG-R,-,S,-,IMG-R,Soyuz-FG,STSM,GIK-5,LC31,R-7,Soyuz,GIK5,,RU,Russia,2007
S32784,32784,2008-021,2008-021B,P           ,NTS,CanX-6,2008-04-28,S32792,2008-04-28,Earth,,O,-,UTIAS/COMDEV,CA,UTIAS,GNB,-,6.0, ,6.0, ,6.0, ,0.2, ,0.2, ,1.0,?,Box + Ant + Ant,2008-05-02,616.0, ,636.0, ,98.0, ,LEO/S,-,NLS-5,SSO,Canada,CanX-6,CanX,A,COM,-,S,-,Communications,PSLV,ISRO,SHAR,SLP,PSLV,PSLV,SHAR,"Satish Dhawan Space Ctr, Sriharikota, Andhra Pradesh, India",IN,India,2008
S32790,32790,2008-021,2008-021H,P           ,CanX-2,CanX-2,2008-04-28,S32792,2008-04-28,Earth,,O,-,UTIAS,CA,UTIAS,Cubesat 3U,-,3.0, ,3.0, ,3.0, ,0.3, ,0.1, ,0.3, ,Box + Ant,2008-05-02,614.0, ,634.0, ,97.99, ,LEO/S,-,NLS-4,SSO,Canada,CanX-2,CanX,A,TECH,-,S,-,Tech Demo,PSLV,ISRO,SHAR,SLP,PSLV,PSLV,SHAR,"Satish Dhawan Space Ctr, Sriharikota, Andhra Pradesh, India",IN,India,2008
S33373,33373,2008-044,2008-044A,P           ,Nimiq 4,Nimiq 4,2008-09-19,S33375,2008-09-20,Earth,,O,-,TCANL,CA,ASTT,Eurostar 3000,R-4D-15-375,4850.0, ,2000.0,?,4850.0, ,5.8,?,2.5,?,39.0, ,Box + 2 Pan,2008-09-26,35705.0, ,35789.0, ,0.03, ,GEO/D,-,-,GEO,Canada,Nimiq-4,Nimiq,B,COM,-,S,-,Communications,Proton-M/Briz-M,ILSK,GIK-5,LC200/39,Proton,Proton,GIK5,,RU,Russia,2008
S33453,33453,2008-063,2008-063A,P           ,Ciel 2,Ciel 2,2008-12-10,S33455,2008-12-10,Earth,,O,-,CIEL,CA,THALES,Spacebus 4000C4,S400,5625.0, ,3500.0,?,5625.0, ,7.1, ,3.0, ,35.0,?,Box + 2 Pan,2009-06-30,35774.0, ,35798.0, ,0.01, ,GEO/S,-,-,GEO,Canada,Ciel-2,Ciel,B,COM,-,S,-,Communications,Proton-M/Briz-M,ILSK,GIK-5,LC200/39,Proton,Proton,GIK5,,RU,Russia,2008
S34111,34111,2009-009,2009-009A,P           ,Telstar 11N,Telstar 11N,2009-02-26,S34112,2009-02-27,Earth,,O,-,TSKY,CA,LOR,FS-1300,R-4D-11-164,4010.0, ,2000.0,?,4010.0, ,5.6,?,2.8,?,31.0,?,Box + 2 Pan,2009-06-29,35777.0, ,35798.0, ,0.01, ,GEO/S,-,-,GEO,Canada,[Telstar 11N],Telstar,B,COM,-,S,-,Communications,Zenit-3SLB,SIS,GIK-5,LC45/1,Zenit,Zenit,GIK5,,RU,Russia,2009
S35873,35873,2009-050,2009-050A,P           ,Nimiq 5,Nimiq 5,2009-09-17,S35874,2009-09-18,Earth,,O,-,TCANL,CA,LOR,SSL-1300,R-4D,4745.0, ,2000.0,?,4745.0, ,5.6,?,2.6,?,26.0, ,Box + 2 Pan,2009-11-27,35780.0, ,35793.0, ,0.02, ,GEO/S,-,-,GEO,Canada,Nimiq-5,Nimiq,B,COM,-,S,-,Communications,Proton-M/Briz-M,ILSK,GIK-5,LC200/39,Proton,Proton,GIK5,,RU,Russia,2009
S37792,37792,2011-044,2011-044E,P           ,AprizeSat-5,AprizeSat-5,2011-08-17,S37796,2011-08-17,Earth,2011-11-01,N,-,SPQ,CA,SPQ,Aprize,-,14.0, ,14.0, ,14.0, ,0.2, ,0.2, ,0.2, ,Box + Ant,2011-08-19,610.0, ,696.0, ,98.27, ,LEO/S,-,-,SSO,Canada,Aprizesat 5,APRIZE,B,COM,-,S,-,Communications,Dnepr,KTRAS/RVSNR,YAS,Sh370/13,R-36,Dnepr,YAS,"Yasniy site, Dombarovskiy Air Base, Orensburgskaya Oblast', Rossiya",RU,Russia,2011
